V,timestamps
-1.56280517578125,0.0001
-1.62322998046875,0.0002
-1.781005859375,0.00030000000000000003
-1.3360595703125,0.0004
-1.695556640625,0.0005
-1.397705078125,0.0006000000000000001
-1.73126220703125,0.0007
-1.478271484375,0.0008
-1.324462890625,0.0009000000000000001
-1.7205810546875,0.001
-1.461181640625,0.0011
-1.422119140625,0.0012000000000000001
-1.640625,0.0013000000000000002
-1.630859375,0.0014
-1.617431640625,0.0015
-1.40838623046875,0.0016
-1.43310546875,0.0017000000000000001
-1.5362548828125,0.0018000000000000002
-1.66778564453125,0.0019
-1.527099609375,0.002
-1.5948486328125,0.0021000000000000003
-1.77490234375,0.0022
-1.51336669921875,0.0023
-1.7218017578125,0.0024000000000000002
-1.4691162109375,0.0025
-1.87225341796875,0.0026000000000000003
-1.78375244140625,0.0027
-1.60888671875,0.0028
-1.2835693359375,0.0029000000000000002
-1.5350341796875,0.003
-1.7718505859375,0.0031000000000000003
-1.56585693359375,0.0032
-1.62017822265625,0.0033
-1.4947509765625,0.0034000000000000002
-1.5869140625,0.0035
-1.383056640625,0.0036000000000000003
-1.265869140625,0.0037
-1.47674560546875,0.0038
-1.54266357421875,0.0039000000000000003
-1.72607421875,0.004
-1.56280517578125,0.0041
-1.5399169921875,0.004200000000000001
-1.38916015625,0.0043
-1.64581298828125,0.0044
-1.48468017578125,0.0045000000000000005
-1.21673583984375,0.0046
-1.4617919921875,0.0047
-1.409912109375,0.0048000000000000004
-1.19140625,0.0049
-1.25396728515625,0.005
-1.4434814453125,0.0051
-1.51031494140625,0.005200000000000001
-1.243896484375,0.0053
-1.3043212890625,0.0054
-1.4434814453125,0.0055000000000000005
-1.2115478515625,0.0056
-1.285400390625,0.0057
-1.08306884765625,0.0058000000000000005
-1.51824951171875,0.0059
-1.3800048828125,0.006
-1.09588623046875,0.0061
-1.40106201171875,0.006200000000000001
-1.17950439453125,0.0063
-1.22711181640625,0.0064
-1.23748779296875,0.006500000000000001
-1.22283935546875,0.0066
-1.500244140625,0.0067
-1.2847900390625,0.0068000000000000005
-1.358642578125,0.006900000000000001
-1.20208740234375,0.007
-1.33026123046875,0.0071
-1.44378662109375,0.007200000000000001
-1.3494873046875,0.0073
-1.42730712890625,0.0074
-1.28143310546875,0.007500000000000001
-1.40533447265625,0.0076
-1.34185791015625,0.0077
-1.336669921875,0.0078000000000000005
-1.30584716796875,0.0079
-1.329345703125,0.008
-1.3995361328125,0.0081
-1.4453125,0.0082
-1.3427734375,0.0083
