V,timestamps
-2.85858154296875,0.0001
-2.7642822265625,0.0002
-2.78900146484375,0.00030000000000000003
-2.73284912109375,0.0004
-3.07098388671875,0.0005
-2.662353515625,0.0006000000000000001
-2.84393310546875,0.0007
-2.83966064453125,0.0008
-2.85369873046875,0.0009000000000000001
-2.9034423828125,0.001
-2.85736083984375,0.0011
-2.8485107421875,0.0012000000000000001
-2.850341796875,0.0013000000000000002
-2.607421875,0.0014
-2.6995849609375,0.0015
-2.69683837890625,0.0016
-2.989501953125,0.0017000000000000001
-2.74383544921875,0.0018000000000000002
-2.93182373046875,0.0019
-2.84271240234375,0.002
-2.76336669921875,0.0021000000000000003
-2.83477783203125,0.0022
-2.94219970703125,0.0023
-3.00079345703125,0.0024000000000000002
-2.7655029296875,0.0025
-2.96630859375,0.0026000000000000003
-2.8851318359375,0.0027
-2.89703369140625,0.0028
-3.20465087890625,0.0029000000000000002
-2.93731689453125,0.003
-2.81280517578125,0.0031000000000000003
-2.9071044921875,0.0032
-2.93212890625,0.0033
-3.0609130859375,0.0034000000000000002
-3.04229736328125,0.0035
-3.0364990234375,0.0036000000000000003
-2.91229248046875,0.0037
-2.9132080078125,0.0038
-3.0523681640625,0.0039000000000000003
-3.08135986328125,0.004
-3.19366455078125,0.0041
-2.913818359375,0.004200000000000001
-3.01239013671875,0.0043
-3.29803466796875,0.0044
-3.0242919921875,0.0045000000000000005
-3.05389404296875,0.0046
-3.17962646484375,0.0047
-3.1134033203125,0.0048000000000000004
-2.96722412109375,0.0049
-3.1390380859375,0.005
-3.0108642578125,0.0051
-3.1390380859375,0.005200000000000001
-3.0499267578125,0.0053
-3.021240234375,0.0054
-3.350830078125,0.0055000000000000005
-3.2867431640625,0.0056
-3.31939697265625,0.0057
-3.43658447265625,0.0058000000000000005
-3.13629150390625,0.0059
-3.24798583984375,0.006
-3.27178955078125,0.0061
-3.1842041015625,0.006200000000000001
-3.2635498046875,0.0063
-3.3233642578125,0.0064
-3.0078125,0.006500000000000001
-3.45123291015625,0.0066
-3.27056884765625,0.0067
-3.221435546875,0.0068000000000000005
-3.3990478515625,0.006900000000000001
-3.372802734375,0.007
-3.3203125,0.0071
-3.5699462890625,0.007200000000000001
-3.38592529296875,0.0073
-3.10760498046875,0.0074
-3.34625244140625,0.007500000000000001
-3.48297119140625,0.0076
-3.22967529296875,0.0077
-3.59832763671875,0.0078000000000000005
-3.34808349609375,0.0079
-3.44818115234375,0.008
-3.3624267578125,0.0081
-3.19091796875,0.0082
-3.399658203125,0.0083
-3.33282470703125,0.008400000000000001
-3.54400634765625,0.0085
-3.10943603515625,0.0086
-3.39813232421875,0.008700000000000001
-3.3038330078125,0.0088
-3.2958984375,0.0089
-3.4136962890625,0.009000000000000001
-3.192138671875,0.0091
-3.37615966796875,0.0092
-3.16802978515625,0.009300000000000001
-3.228759765625,0.0094
-3.43597412109375,0.0095
-3.25347900390625,0.009600000000000001
-3.3673095703125,0.0097
-3.182373046875,0.0098
-3.39263916015625,0.0099
-3.21929931640625,0.01
-3.2720947265625,0.010100000000000001
-3.2159423828125,0.0102
-2.96844482421875,0.0103
-3.05694580078125,0.010400000000000001
-3.1591796875,0.0105
-3.17474365234375,0.0106
-3.49639892578125,0.010700000000000001
-2.933349609375,0.0108
-3.1915283203125,0.0109
-3.0889892578125,0.011000000000000001
-3.12286376953125,0.0111
-3.3843994140625,0.0112
-3.21929931640625,0.011300000000000001
-3.25286865234375,0.0114
-2.8729248046875,0.0115
-3.031005859375,0.011600000000000001
-2.8271484375,0.0117
-3.0072021484375,0.0118
-2.95196533203125,0.0119
-2.7978515625,0.012
-3.04779052734375,0.012100000000000001
-2.81707763671875,0.0122
-2.95501708984375,0.0123
-3.04656982421875,0.012400000000000001
-2.7313232421875,0.0125
-2.872314453125,0.0126
-2.86285400390625,0.012700000000000001
-2.823486328125,0.0128
-2.98065185546875,0.0129
-2.72491455078125,0.013000000000000001
-2.59490966796875,0.0131
-2.8778076171875,0.0132
-2.73651123046875,0.013300000000000001
-2.406005859375,0.0134
-2.630615234375,0.0135
-2.69378662109375,0.013600000000000001
-2.50579833984375,0.0137
-2.60986328125,0.013800000000000002
-2.545166015625,0.013900000000000001
-2.5421142578125,0.014
-2.6788330078125,0.014100000000000001
-2.46185302734375,0.0142
-2.5201416015625,0.0143
-2.5750732421875,0.014400000000000001
-2.71728515625,0.0145
-2.49298095703125,0.0146
-2.36846923828125,0.014700000000000001
-2.43133544921875,0.0148
-2.6922607421875,0.0149
-2.392578125,0.015000000000000001
-2.45452880859375,0.0151
-2.3419189453125,0.0152
-2.5421142578125,0.015300000000000001
-2.4468994140625,0.0154
-2.42706298828125,0.0155
-2.613525390625,0.015600000000000001
-2.6019287109375,0.015700000000000002
-2.567138671875,0.0158
-2.4090576171875,0.0159
-2.747802734375,0.016
-2.76458740234375,0.0161
-2.46826171875,0.0162
-2.6202392578125,0.016300000000000002
-2.62725830078125,0.0164
-2.73162841796875,0.0165
-2.55126953125,0.0166
-2.70904541015625,0.0167
-2.74810791015625,0.016800000000000002
-2.61138916015625,0.016900000000000002
-2.72979736328125,0.017
-2.847900390625,0.0171
-2.940673828125,0.0172
-2.742919921875,0.0173
-2.65777587890625,0.017400000000000002
-2.7362060546875,0.0175
-2.977294921875,0.0176
-3.05145263671875,0.0177
-2.82623291015625,0.0178
-3.0816650390625,0.0179
-3.087158203125,0.018000000000000002
-3.03680419921875,0.0181
-3.182373046875,0.0182
-3.11248779296875,0.0183
-2.98187255859375,0.0184
-3.32183837890625,0.018500000000000003
-3.20404052734375,0.018600000000000002
-3.16131591796875,0.0187
-3.27545166015625,0.0188
-3.31024169921875,0.0189
-3.20404052734375,0.019
-3.3697509765625,0.019100000000000002
-3.31817626953125,0.019200000000000002
-3.3990478515625,0.0193
-3.38104248046875,0.0194
-3.4539794921875,0.0195
-3.353271484375,0.0196
-3.5638427734375,0.019700000000000002
-3.59649658203125,0.0198
-3.3544921875,0.0199
-3.8104248046875,0.02
-3.443603515625,0.0201
-3.5443115234375,0.020200000000000003
-3.5809326171875,0.020300000000000002
-3.55010986328125,0.0204
-3.55133056640625,0.0205
-3.50189208984375,0.0206
-3.57574462890625,0.0207
-3.58612060546875,0.020800000000000003
-3.78326416015625,0.020900000000000002
-3.63189697265625,0.021
-3.468017578125,0.0211
-3.497314453125,0.0212
-3.4735107421875,0.0213
-3.9410400390625,0.021400000000000002
-3.641357421875,0.021500000000000002
-3.3880615234375,0.0216
-3.6273193359375,0.0217
-3.433837890625,0.0218
-3.43414306640625,0.0219
-3.60076904296875,0.022000000000000002
-3.51531982421875,0.0221
-3.4832763671875,0.0222
-3.4197998046875,0.0223
-3.5479736328125,0.0224
-3.5040283203125,0.022500000000000003
-3.7188720703125,0.022600000000000002
-3.2623291015625,0.0227
-3.29864501953125,0.0228
-3.712158203125,0.0229
-3.48297119140625,0.023
-3.5101318359375,0.023100000000000002
-3.39752197265625,0.023200000000000002
-3.355712890625,0.0233
-3.52935791015625,0.0234
-3.17596435546875,0.0235
-3.26446533203125,0.0236
-3.29010009765625,0.023700000000000002
-3.419189453125,0.0238
-3.10516357421875,0.0239
-3.18206787109375,0.024
-3.3306884765625,0.0241
-3.3367919921875,0.024200000000000003
-3.3404541015625,0.024300000000000002
-2.9278564453125,0.0244
-3.236083984375,0.0245
-3.1591796875,0.0246
-3.11065673828125,0.0247
-3.1329345703125,0.024800000000000003
-3.1787109375,0.024900000000000002
-3.08929443359375,0.024999999999999998
-3.0224609375,0.025099999999999997
-2.9327392578125,0.0252
-2.9248046875,0.0253
-3.1793212890625,0.0254
-2.9803466796875,0.0255
-2.93548583984375,0.025599999999999998
-2.890625,0.025699999999999997
-3.06304931640625,0.0258
-2.93609619140625,0.0259
-2.806396484375,0.026
-3.060302734375,0.026099999999999998
-2.77313232421875,0.026199999999999998
-2.93304443359375,0.0263
-2.7313232421875,0.0264
-2.9400634765625,0.0265
-3.1121826171875,0.0266
-2.77435302734375,0.026699999999999998
-2.872314453125,0.026799999999999997
-2.59613037109375,0.0269
-2.89825439453125,0.027
-2.80059814453125,0.0271
-2.52349853515625,0.0272
-2.8814697265625,0.027299999999999998
-2.8570556640625,0.027399999999999997
-2.7081298828125,0.0275
-2.56256103515625,0.0276
-2.72552490234375,0.0277
-2.7386474609375,0.0278
-2.6519775390625,0.027899999999999998
-2.85736083984375,0.028
-2.7886962890625,0.0281
-2.83355712890625,0.0282
-2.93365478515625,0.0283
-2.76336669921875,0.028399999999999998
-2.76763916015625,0.028499999999999998
-2.7777099609375,0.0286
