V,timestamps
-3.65509033203125,5e-05
-4.0350341796875,0.0001
-3.74053955078125,0.00015000000000000001
-3.6248779296875,0.0002
-3.62518310546875,0.00025
-3.50555419921875,0.00030000000000000003
-3.6334228515625,0.00035
-3.6322021484375,0.0004
-3.48236083984375,0.00045000000000000004
-3.4661865234375,0.0005
-3.668212890625,0.00055
-3.59466552734375,0.0006000000000000001
-3.6456298828125,0.0006500000000000001
-3.695068359375,0.0007
-3.82232666015625,0.00075
-3.7451171875,0.0008
-3.9013671875,0.0008500000000000001
-3.72283935546875,0.0009000000000000001
-3.895263671875,0.00095
-3.89495849609375,0.001
-3.83087158203125,0.0010500000000000002
-3.470458984375,0.0011
-3.65814208984375,0.00115
-3.54522705078125,0.0012000000000000001
-3.6358642578125,0.00125
-3.69873046875,0.0013000000000000002
-3.4442138671875,0.00135
-3.3642578125,0.0014
-3.7603759765625,0.0014500000000000001
-3.58856201171875,0.0015
-3.681640625,0.0015500000000000002
-3.846435546875,0.0016
-3.2568359375,0.00165
-3.358154296875,0.0017000000000000001
-3.4808349609375,0.00175
-3.790283203125,0.0018000000000000002
-3.14788818359375,0.00185
-3.5260009765625,0.0019
-3.15277099609375,0.0019500000000000001
-3.179931640625,0.002
-3.1298828125,0.00205
-3.3636474609375,0.0021000000000000003
-2.96112060546875,0.00215
-3.3282470703125,0.0022
-3.29437255859375,0.0022500000000000003
-3.00384521484375,0.0023
-3.31390380859375,0.00235
-3.30535888671875,0.0024000000000000002
-3.34747314453125,0.00245
-3.16925048828125,0.0025
-3.16375732421875,0.00255
-2.8765869140625,0.0026000000000000003
-3.189697265625,0.00265
-3.0145263671875,0.0027
-2.99285888671875,0.0027500000000000003
-3.10760498046875,0.0028
-2.9132080078125,0.00285
-2.88421630859375,0.0029000000000000002
-3.3966064453125,0.00295
-3.280029296875,0.003
-3.204345703125,0.00305
-3.375244140625,0.0031000000000000003
-3.24462890625,0.00315
-3.70849609375,0.0032
-3.92547607421875,0.0032500000000000003
-3.98529052734375,0.0033
-3.9483642578125,0.00335
-3.8336181640625,0.0034000000000000002
-3.984375,0.0034500000000000004
-3.9532470703125,0.0035
-4.0350341796875,0.00355
-3.7127685546875,0.0036000000000000003
-3.45367431640625,0.00365
-3.44207763671875,0.0037
-3.382568359375,0.0037500000000000003
-3.2330322265625,0.0038
-3.01483154296875,0.00385
-3.13568115234375,0.0039000000000000003
-3.1951904296875,0.00395
-3.16131591796875,0.004
-3.0010986328125,0.00405
-3.23974609375,0.0041
-3.30963134765625,0.00415
-3.6993408203125,0.004200000000000001
-3.3648681640625,0.00425
-3.79486083984375,0.0043
-3.86199951171875,0.004350000000000001
-3.77685546875,0.0044
